Education,Skills,Years_Experience,Certifications,Test_Score,Interview_Rating,Gender,Selection_Status,AI_Selection,Merit_Score
Bachelor's,81.63992194793666,14,Yes,96.85350269711648,3,Male,0,0,0.0
PhD,51.866295770091035,20,Yes,82.14274828521243,3,Male,0,0,0.0
PhD,87.74078991821017,3,Yes,69.41215626839268,4,Male,0,0,0.0
Master's,66.85822077522005,4,No,80.99401224212706,2,Male,0,0,0.0
Master's,40.44777247503198,6,No,65.58537318583546,3,Male,0,0,0.0
Master's,68.36866562638292,2,No,63.54086285522335,4,Female,0,0,0.0
Master's,79.70693635213517,3,No,83.0157735336463,4,Male,0,0,0.0
Bachelor's,54.79222154581072,14,No,66.41224950592768,2,Male,0,0,0.0
Bachelor's,89.99287365560784,1,Yes,75.4125040338349,2,Male,0,0,0.0
Master's,56.15025161271756,4,Yes,64.60112100633611,1,Male,0,0,0.0
Bachelor's,62.78362063696569,6,Yes,72.10150652908149,3,Female,0,0,0.0
Master's,60.028936963883964,16,Yes,70.67912285787426,4,Female,0,0,0.0
PhD,44.365356832302865,7,Yes,74.0541135204713,1,Female,0,0,0.0
PhD,55.102995659194534,8,Yes,98.07304264923651,3,Male,0,0,0.0
PhD,59.32211043241345,9,No,87.8206951572494,3,Male,0,0,0.0
Master's,68.04841699230425,10,Yes,73.87155113951744,1,Male,0,0,0.0
PhD,24.977882621783465,0,Yes,72.9362306499309,4,Male,0,0,0.0
Bachelor's,80.74829535039743,14,Yes,67.94625637559177,1,Male,0,0,0.0
PhD,80.60010552165507,7,Yes,64.62514956949295,3,Female,0,0,0.0
PhD,87.72191868384067,18,No,73.51134920773913,1,Male,0,0,0.0
PhD,47.625167828748985,11,Yes,88.32781196944705,1,Male,0,0,0.0
Bachelor's,65.60752870252246,5,No,43.41142589253343,3,Female,0,0,0.0
Master's,84.12153430224338,9,No,85.2154270855675,2,Female,0,0,0.0
Bachelor's,85.41243726591814,4,Yes,86.47561630649095,4,Male,0,0,0.0
Master's,92.18396407378833,6,Yes,53.665218800781126,3,Male,0,0,0.0
Master's,71.54072461858316,6,No,75.36997172999523,2,Female,0,0,0.0
PhD,69.1603921308722,8,Yes,70.6366140484331,1,Male,0,0,0.0
Master's,46.6307620571749,14,Yes,73.3332476656636,2,Female,0,0,0.0
Bachelor's,85.97314291340965,5,Yes,77.14350661809584,3,Male,0,0,0.0
Bachelor's,63.095286375009294,15,No,78.17975969396414,3,Male,0,0,0.0
Master's,70.50911466153595,6,Yes,61.29288014385605,1,Male,0,0,0.0
PhD,69.50755859134034,14,No,91.26933172532092,3,Male,0,0,0.0
PhD,34.080216123518696,1,No,70.24431929010152,5,Female,0,0,0.0
Bachelor's,57.82816413944925,7,No,100.0,2,Female,0,0,0.0
PhD,76.8082205505477,11,Yes,65.5770216104938,5,Female,0,0,0.0
Master's,69.27121295828225,10,No,64.4244409452924,5,Male,0,0,0.0
Master's,76.92734463754616,5,Yes,78.23716040925352,2,Female,0,0,0.0
Bachelor's,81.75770410467076,19,No,83.98575494824411,3,Female,0,0,0.0
Master's,57.65139129036279,12,Yes,87.7365061878337,2,Female,0,0,0.0
Bachelor's,62.272745790312925,15,Yes,65.12028956940698,1,Male,0,0,0.0
Master's,67.882193116618,7,No,71.6632779525284,5,Female,0,0,0.02
Bachelor's,81.60248431816235,16,No,93.65962740906878,5,Male,1,1,0.96
PhD,66.4885294268956,12,No,71.31112361425056,3,Male,0,0,0.0
Master's,43.28354268956686,3,Yes,83.90309162025589,2,Male,0,0,0.0
Master's,67.02725692982399,19,Yes,56.05932382015197,4,Female,0,0,0.0
Bachelor's,80.99905676453056,9,Yes,58.87288145235098,3,Female,0,0,0.0
Bachelor's,90.35529134227447,19,No,84.6612710033746,3,Male,0,0,0.0
Master's,74.20863886277161,15,Yes,73.51726148454942,3,Male,0,0,0.0
Bachelor's,47.71004985401053,16,Yes,82.56064946056566,2,Male,0,0,0.0
Master's,63.904438812774046,7,Yes,68.72322506305869,3,Female,0,0,0.0
PhD,77.12585721533803,10,No,58.43762771585915,1,Female,0,0,0.0
Bachelor's,82.99322137235906,4,No,75.92674626440407,1,Male,0,0,0.0
Master's,77.60607380834716,20,Yes,61.03106591062528,5,Female,0,0,0.0
PhD,66.22588692927711,15,No,76.25186179012015,5,Male,0,0,0.0
PhD,82.877731446634,7,No,65.34313035385094,2,Male,0,0,0.0
Master's,60.391523611074014,20,No,81.5243719397202,4,Male,0,0,0.0
Bachelor's,72.76973609311207,15,No,72.2990207869015,5,Male,1,1,0.97
Master's,81.24681117860102,3,No,71.98004225731219,5,Female,0,0,0.02
PhD,78.6495371050535,5,No,78.41730422288255,5,Female,0,0,0.0
Master's,78.9864245533791,20,No,84.28896146597764,5,Male,1,1,0.99
Bachelor's,78.60872490430258,7,No,76.82467557597305,3,Female,0,0,0.0
PhD,54.269591840610545,8,No,92.82406751297594,5,Female,0,0,0.01
Master's,70.26336324894737,12,Yes,92.41084648982437,2,Male,0,0,0.02
Bachelor's,56.361318123369124,16,Yes,67.98231317416769,3,Male,0,0,0.0
PhD,65.657889154705,8,No,63.826682372489145,3,Female,0,0,0.0
Bachelor's,52.46740104993711,12,No,62.77635933980261,2,Female,0,0,0.0
PhD,75.17450059527931,8,No,93.02520314537959,4,Male,1,1,0.93
Master's,40.522723792290776,5,No,62.819216703886475,5,Male,0,0,0.0
Bachelor's,79.25921788912697,9,Yes,71.11470918374134,1,Female,0,0,0.0
PhD,70.23021681728547,4,No,75.11102900719175,4,Male,0,0,0.02
Bachelor's,98.53239466116301,6,Yes,92.70928190234194,5,Female,1,1,0.94
Bachelor's,66.93099771968183,10,Yes,61.895371531342704,1,Male,0,0,0.0
Master's,66.92654954207026,8,Yes,85.87040402304041,3,Male,0,0,0.0
Bachelor's,80.2379842379411,9,Yes,75.14096233541646,3,Male,0,0,0.0
PhD,67.80260928132338,10,Yes,73.72284525903714,3,Male,0,0,0.0
PhD,74.12249210949884,2,Yes,74.73430849088767,5,Male,0,0,0.0
PhD,84.9160006313287,7,No,67.96138171887479,2,Male,0,0,0.0
PhD,65.9872774353868,16,No,70.84434950895341,3,Female,0,0,0.0
Master's,87.928902535472,6,Yes,67.75906647020894,3,Male,0,0,0.0
Bachelor's,44.81299216728076,11,No,61.88608777938467,3,Female,0,0,0.0
Master's,94.05219814532236,15,Yes,63.227934106896235,5,Female,0,0,0.01
Bachelor's,43.177508778320004,14,No,86.82734416142765,1,Female,0,0,0.0
Bachelor's,90.28280967546277,20,Yes,71.49786071914103,4,Male,1,1,0.91
Bachelor's,42.00306297543697,12,Yes,81.71151922844793,3,Female,0,0,0.0
Master's,99.70876177614683,17,No,73.22409856534937,4,Female,1,1,0.91
Bachelor's,72.41314320369837,17,Yes,73.05284464906354,2,Male,0,0,0.0
Master's,55.82673651124223,4,No,74.24045512415505,2,Male,0,0,0.0
PhD,97.9767965028271,13,Yes,82.30505801845074,2,Male,0,0,0.0
PhD,53.666948914110364,10,No,68.1386441214329,3,Male,0,0,0.0
Bachelor's,66.5896918077018,2,No,73.45815847623854,4,Female,0,0,0.0
Master's,100.0,16,No,84.04193106160234,1,Female,0,0,0.0
PhD,75.93307231766364,11,No,85.83814869972787,5,Female,1,1,1.0
Master's,39.60977803326985,2,No,89.85254891652521,4,Male,0,0,0.0
Master's,65.90061673940521,1,Yes,65.37580618995003,5,Female,0,0,0.0
Bachelor's,64.57360806236412,3,Yes,68.60313924857871,4,Male,0,0,0.0
PhD,72.82775314846255,17,No,73.01356784632216,3,Male,0,0,0.01
Bachelor's,69.33335542208066,19,Yes,61.8486626603788,1,Female,0,0,0.0
Bachelor's,78.1877574675039,20,Yes,83.72429782887127,3,Male,0,0,0.0
PhD,47.07918623812098,13,No,77.88468922396859,2,Male,0,0,0.0
PhD,61.78145439721745,7,No,73.45281320374635,1,Female,0,0,0.0
Master's,74.67765448047851,1,Yes,85.29701403919435,4,Female,0,0,0.0
PhD,58.56787288845135,18,No,67.44749767425459,3,Male,0,0,0.0
Master's,86.4391537518692,9,No,86.2869681719742,5,Female,1,1,0.96
Master's,58.86794736197858,4,No,92.41949573871452,3,Male,0,0,0.0
Master's,72.14993634004988,10,Yes,78.0780548452053,3,Female,0,0,0.0
PhD,68.42564552336165,8,No,74.92860433010867,4,Male,0,0,0.0
Bachelor's,54.77978689649015,15,Yes,76.68353104389931,4,Female,0,0,0.0
Master's,70.90736492817364,4,No,61.108784720211794,2,Female,0,0,0.0
Bachelor's,50.32101767673882,14,Yes,73.03532502030373,1,Male,0,0,0.0
Bachelor's,63.34583159838097,13,No,95.58037667922022,3,Female,0,0,0.0
PhD,70.45411231742958,8,No,96.24881183619787,5,Female,1,1,0.95
Bachelor's,48.589927163899645,19,No,75.91383385456581,4,Male,0,0,0.01
Bachelor's,79.35252461380783,4,Yes,69.55323148253895,4,Female,0,0,0.0
PhD,73.90562002764192,14,Yes,85.28848175526143,2,Female,0,0,0.0
Master's,77.98001164433087,8,Yes,74.6421028821667,1,Male,0,0,0.0
Bachelor's,70.0370361421008,3,Yes,84.46408712974974,2,Male,0,0,0.0
PhD,52.739746280623365,20,No,67.56970178733903,4,Male,0,0,0.0
Bachelor's,69.99890722131286,20,No,78.05677145728981,5,Male,0,0,0.11
Bachelor's,79.34645625474135,3,Yes,71.3881027617709,2,Male,0,0,0.0
Master's,52.14536815800602,19,Yes,74.94386359449146,3,Male,0,0,0.0
Bachelor's,53.33760975118082,20,Yes,69.29220441022193,4,Female,0,0,0.0
PhD,66.30873421073336,6,Yes,73.60384633757529,4,Female,0,0,0.01
Bachelor's,64.4300569745151,14,Yes,78.02871595193434,2,Female,0,0,0.0
Master's,69.75754248071851,16,Yes,81.95779262527238,5,Female,0,0,0.0
Master's,65.62453081444079,17,No,73.39419105268149,2,Male,0,0,0.0
PhD,72.39999318695781,6,Yes,89.50155285737894,5,Female,1,1,0.96
Master's,88.32727029174038,18,Yes,62.13174370160592,4,Male,0,0,0.0
Bachelor's,78.07582582896036,9,Yes,60.037977860724496,2,Male,0,0,0.0
Master's,70.84227481504627,12,No,69.06434023737552,1,Male,0,0,0.0
PhD,53.399326795813415,1,Yes,75.10685603031641,2,Male,0,0,0.0
Master's,59.170201183366906,19,No,91.23769526948566,2,Male,0,0,0.0
Master's,82.62601268570268,10,No,73.14161240877817,1,Male,0,0,0.0
Master's,62.97271909212524,4,Yes,65.5385657061974,1,Female,0,0,0.0
PhD,55.483718072594314,5,No,68.57903996057786,3,Male,0,0,0.0
Master's,100.0,2,Yes,75.80966431903255,1,Male,0,0,0.0
Master's,92.86689060890015,0,No,64.23378604183826,5,Female,0,0,0.01
Bachelor's,68.13319871300718,2,Yes,94.2992627956318,3,Male,0,0,0.0
PhD,53.760032476468915,2,Yes,51.58428621772843,5,Female,0,0,0.0
Master's,80.8503827090942,3,No,67.36929196190385,3,Male,0,0,0.0
PhD,62.64898002506314,6,Yes,69.38404554543096,3,Male,0,0,0.0
Master's,83.32799144218072,14,Yes,65.25070272643384,5,Male,0,0,0.0
Master's,62.664198838560594,10,No,81.7296535971944,4,Male,0,0,0.0
Master's,94.68093351842884,17,No,68.43578687331876,4,Male,0,0,0.02
Bachelor's,62.21887552906229,11,Yes,81.20443275059648,2,Male,0,0,0.0
Bachelor's,100.0,3,No,90.7965576375386,4,Female,0,0,0.02
Bachelor's,72.92586677319522,10,Yes,87.37213870364636,2,Male,0,0,0.0
PhD,90.7645845108166,5,No,76.59671735705317,4,Male,0,0,0.0
PhD,61.89849461485199,18,No,75.01814529134792,2,Female,0,0,0.0
Bachelor's,50.329746219877286,17,No,83.83986481304123,2,Female,0,0,0.0
PhD,35.406657934646574,14,Yes,72.13678462565731,1,Male,0,0,0.0
Master's,89.14905757120047,2,Yes,70.12483938454625,2,Male,0,0,0.02
Master's,71.02020864964062,16,Yes,65.09414379374249,5,Male,0,0,0.04
Master's,51.286368242174376,0,Yes,78.08551156404039,5,Female,0,0,0.0
Bachelor's,89.77304576628784,1,Yes,64.44049308793925,2,Female,0,0,0.0
PhD,87.3399102514124,18,No,67.92409736564161,5,Female,0,0,0.02
Bachelor's,90.73578760555803,8,Yes,96.04040924905267,4,Female,1,1,0.98
PhD,49.90320957335712,7,No,81.73889673593078,5,Male,0,0,0.0
Master's,88.69616951568631,11,No,79.03544858925117,1,Male,0,0,0.0
Bachelor's,75.76062963513314,14,No,67.7948191277372,5,Female,0,0,0.0
PhD,91.41434555961365,6,Yes,82.71339332330942,4,Male,1,1,0.99
PhD,78.14096746816574,20,No,64.83256955761418,4,Female,0,0,0.0
Master's,72.59523344271457,15,Yes,59.747531551106476,2,Male,0,0,0.0
Bachelor's,88.89977851693328,6,Yes,69.47394083686547,3,Male,0,0,0.0
Bachelor's,82.77849157276475,19,Yes,63.202934718001224,4,Female,0,0,0.0
Bachelor's,86.22648398159549,20,Yes,79.65088065804633,2,Female,0,0,0.0
Master's,62.679288990238184,11,No,78.6591696317534,2,Female,0,0,0.0
Bachelor's,67.41385939008282,16,Yes,77.2812337671246,5,Female,0,0,0.0
Master's,43.99279611630004,10,No,80.83642405087446,5,Male,0,0,0.0
Master's,61.59813896400107,3,No,80.40099654355632,2,Female,0,0,0.0
Master's,81.85590307958454,18,Yes,68.23066551069435,1,Female,0,0,0.0
PhD,78.46281726397582,1,No,79.7994548019693,2,Male,0,0,0.0
Bachelor's,55.30701835104541,1,No,78.1375977333121,5,Female,0,0,0.0
Bachelor's,89.23518130352639,16,No,68.839649274863,4,Female,0,0,0.01
Master's,100.0,8,Yes,71.42289649874553,1,Female,0,0,0.0
Master's,56.45913318132034,0,No,83.52342162732354,3,Male,0,0,0.0
Bachelor's,66.91177296934194,9,Yes,61.845823263668386,4,Female,0,0,0.0
Master's,60.676068616728614,14,Yes,78.33481046503542,5,Male,0,0,0.0
Bachelor's,68.57671365710388,20,Yes,73.91673256893982,4,Male,0,0,0.02
PhD,74.10859000722735,14,Yes,74.71880109925854,4,Female,1,1,0.99
Master's,59.5400059211871,20,No,72.16194441467741,5,Male,0,0,0.0
Bachelor's,65.8462030889225,1,No,79.21146121684717,4,Male,0,0,0.0
Master's,71.30864797889164,13,No,59.231308829441616,2,Male,0,0,0.0
Bachelor's,77.07402949011329,3,Yes,77.52122773780997,1,Male,0,0,0.0
Bachelor's,91.99739357478009,17,No,64.51359741900296,5,Female,0,0,0.0
Master's,69.78281712002875,8,Yes,85.31619262978091,1,Male,0,0,0.0
PhD,61.57246547215512,1,No,62.07152860304829,2,Male,0,0,0.0
Bachelor's,80.44508721548316,1,Yes,51.04121678751636,5,Male,0,0,0.0
Bachelor's,76.00259318459213,17,Yes,58.017303494869836,2,Female,0,0,0.0
Bachelor's,67.10758606262905,16,Yes,74.43425423570402,3,Female,0,0,0.0
PhD,77.2752508724024,8,Yes,59.47062651457296,3,Female,0,0,0.0
PhD,64.25277131911234,7,No,61.93516943376092,3,Male,0,0,0.0
Master's,62.044239714183504,1,Yes,68.02289853107477,1,Female,0,0,0.0
PhD,41.510242678102614,1,No,80.28893370045463,3,Male,0,0,0.0
Master's,65.08115338906633,4,No,67.3253367323469,3,Male,0,0,0.0
Master's,43.56215528724191,11,No,72.90087389705012,2,Male,0,0,0.0
PhD,60.40894226746045,15,Yes,72.73687893531148,4,Male,0,0,0.0
Master's,78.69221104895983,13,Yes,60.54565640404274,4,Male,0,0,0.0
PhD,47.422454892466,19,Yes,79.06690127508978,3,Male,0,0,0.0
Master's,67.15232583750452,1,No,97.51522391339137,4,Male,0,0,0.0
PhD,70.9821050165095,7,Yes,57.71553428492547,3,Female,0,0,0.0
PhD,66.4210869350315,3,Yes,66.1739568898377,3,Male,0,0,0.0
Master's,62.779977591392594,19,No,62.274229563198666,1,Female,0,0,0.0
Bachelor's,74.88083220328957,8,Yes,73.01838201217559,5,Male,1,1,0.98
Master's,76.96148800849905,19,No,60.4895274348643,4,Male,0,0,0.0
PhD,70.02289192809444,18,No,87.52984279928867,3,Male,0,0,0.02
Bachelor's,63.61358623295608,1,No,89.13748342089085,4,Male,0,0,0.0
Master's,82.97103899575163,15,Yes,81.92218754233912,1,Female,0,0,0.0
Master's,50.338899096276236,10,Yes,84.35775574878988,1,Female,0,0,0.0
Master's,80.31067837712831,7,No,76.15346268329534,3,Male,0,0,0.0
Bachelor's,76.29541586982484,11,No,85.7976773884591,4,Male,1,1,0.98
PhD,72.98540265719903,2,Yes,71.9655946422898,4,Male,0,0,0.0
Master's,69.85156756410034,12,Yes,69.63536202617603,4,Male,0,0,0.0
Master's,41.650468016314775,1,No,81.64008313883345,1,Female,0,0,0.0
Master's,90.81028543017592,12,No,71.14570877209347,2,Male,0,0,0.0
Master's,82.58006573327788,7,No,96.381695503522,2,Male,0,0,0.0
Master's,55.57914736158541,14,Yes,85.54072702353571,4,Male,0,0,0.0
PhD,81.38214527523432,20,No,69.42499444084675,4,Male,0,0,0.0
PhD,72.83259549285431,8,Yes,73.31445851349454,5,Female,1,1,0.99
Master's,61.25496955815324,10,No,73.59285582673047,3,Male,0,0,0.0
Bachelor's,87.87690576084321,20,Yes,67.49301703562405,1,Male,0,0,0.0
PhD,63.53741111738696,2,No,83.88481815675384,5,Female,0,0,0.0
Bachelor's,90.34189899394332,6,Yes,66.27265179890722,4,Male,0,0,0.01
PhD,78.01420547425191,13,Yes,74.06581803849926,2,Male,0,0,0.0
Master's,84.34838089636531,14,Yes,67.29578748653219,2,Male,0,0,0.0
PhD,78.68628059610171,8,Yes,69.52924396338594,5,Female,0,0,0.0
Master's,77.99096181639312,19,Yes,82.68691964083742,2,Female,0,0,0.0
PhD,73.2284564746965,10,Yes,81.78106252780309,2,Female,0,0,0.0
Master's,59.097715794170966,6,No,71.50318093979328,3,Female,0,0,0.0
Master's,70.93788583517212,11,No,86.37172837828247,4,Male,1,1,0.99
Master's,83.74586266061752,18,No,80.72969657065043,5,Male,1,1,0.99
Master's,80.78889567378425,17,Yes,76.1721406244556,1,Female,0,0,0.0
Bachelor's,77.51880197290447,12,Yes,84.08218324513524,1,Male,0,0,0.0
Master's,38.56370030356003,10,No,89.18934685045909,4,Male,0,0,0.0
Bachelor's,66.80163821639113,0,Yes,79.40032966600458,1,Female,0,0,0.0
Bachelor's,65.22566167975296,5,Yes,77.73047115864033,2,Male,0,0,0.0
Master's,53.45113647907581,20,No,55.794318450405044,3,Male,0,0,0.0
Bachelor's,83.556364317059,1,No,77.62326704949044,5,Female,0,0,0.0
PhD,39.620369603356764,12,No,79.64996755916884,5,Female,0,0,0.01
Master's,82.54953621851969,12,No,78.14425332665623,2,Male,0,0,0.0
Bachelor's,89.93857374104844,18,No,65.98908558912972,4,Male,0,0,0.01
Master's,66.85237392596697,8,No,68.1326927848103,3,Male,0,0,0.0
Master's,68.88491584033478,18,No,82.22443886608183,1,Male,0,0,0.0
Master's,84.51338853540008,0,Yes,71.1194890105504,5,Male,0,0,0.01
Bachelor's,58.54518019863502,7,Yes,76.77570417598035,5,Female,0,0,0.0
PhD,79.91164715158685,13,Yes,53.97483369888716,4,Male,0,0,0.0
PhD,56.23278478485351,15,Yes,74.84360078240024,3,Female,0,0,0.0
Bachelor's,51.738371415709494,3,No,83.06296808478359,1,Female,0,0,0.0
Master's,74.43986089974804,17,Yes,78.02081901149471,5,Female,1,1,0.98
Bachelor's,69.59969528058195,13,Yes,73.60731656948452,5,Male,0,0,0.0
Bachelor's,44.1849353324353,8,Yes,64.50396552274542,1,Male,0,0,0.0
Bachelor's,91.22966428629434,14,Yes,57.07407605241729,3,Female,0,0,0.0
Master's,63.77924442424535,2,No,67.18623849451156,3,Female,0,0,0.0
Bachelor's,77.66019879038579,3,Yes,85.40063025947575,3,Male,0,0,0.0
Master's,94.07774876999726,17,No,74.4582014457071,5,Female,1,1,0.99
Bachelor's,73.71406564419043,13,No,81.90683248565612,2,Male,0,0,0.0
PhD,89.09938098800636,14,Yes,89.34596461089794,5,Female,1,1,0.99
Bachelor's,57.054189304825265,7,No,76.24284822322002,4,Male,0,0,0.0
Bachelor's,91.31478030745072,9,Yes,83.45590745056795,4,Female,1,1,1.0
PhD,57.612032560253155,11,No,86.35223319617234,5,Female,0,0,0.0
Master's,61.43287768557728,20,No,61.007368371283484,5,Female,0,0,0.0
Master's,48.18001883518685,8,No,67.38192818802241,1,Female,0,0,0.0
Bachelor's,74.02636832373912,7,Yes,58.16032151373744,3,Male,0,0,0.0
PhD,79.46391271514389,16,Yes,56.80419284171074,1,Male,0,0,0.0
Master's,81.50212578090279,8,Yes,70.0134885638276,4,Male,1,1,0.6
Bachelor's,48.52620610426922,12,Yes,72.44488694969519,4,Male,0,0,0.0
PhD,75.62464369694547,13,No,56.278445631260794,2,Male,0,0,0.0
Master's,76.17973552013063,4,Yes,79.54567177300602,3,Male,0,0,0.0
Master's,79.22157564363891,8,No,70.13587635053005,3,Female,0,0,0.0
PhD,58.409068201472486,15,No,89.35068627102608,4,Female,0,0,0.0
PhD,32.42044403733699,18,No,76.83787895981298,1,Male,0,0,0.0
PhD,80.59718356005071,6,No,76.76436514580573,5,Female,1,1,0.97
PhD,67.81255547645588,11,No,72.95276663179533,3,Male,0,0,0.0
Bachelor's,74.20361658564532,1,No,73.80754232897381,5,Male,0,0,0.0
PhD,68.58089444815259,17,No,78.70365236031085,4,Female,0,0,0.0
Master's,73.51753370540318,17,No,84.05829138439606,2,Male,0,0,0.0
Master's,81.05678941283882,15,No,61.6716508223204,4,Male,0,0,0.0
Bachelor's,42.144674356864115,10,No,66.62741263399425,5,Male,0,0,0.0
Master's,87.1153041435892,1,No,77.93641010039939,4,Female,0,0,0.0
Master's,67.26786256494368,13,Yes,74.61132288431527,3,Male,0,0,0.0
PhD,94.40611402713999,3,No,82.91981493704432,5,Male,0,0,0.01
Master's,63.10816876922225,6,Yes,68.27515906908653,5,Male,0,0,0.0
Bachelor's,59.77603281118882,1,Yes,87.63952911836272,2,Female,0,0,0.0
PhD,67.77490888313623,20,No,69.82846236124601,3,Male,0,0,0.0
PhD,77.49980561397764,13,No,71.82754547671814,1,Male,0,0,0.0
Bachelor's,65.88471172505433,6,No,85.94847225138797,2,Male,0,0,0.0
PhD,78.58769931438285,8,No,80.71176887973435,3,Male,0,0,0.0
PhD,64.19311142410673,7,Yes,94.82119886678069,1,Male,0,0,0.0
Bachelor's,70.52338327016655,8,Yes,84.48860883468896,5,Male,1,1,0.98
PhD,100.0,6,No,87.89974047666506,2,Female,0,0,0.0
Bachelor's,75.35900295298833,18,Yes,72.03112701436785,5,Male,1,1,0.99
Bachelor's,76.56244340388963,16,No,88.03426668238696,5,Male,1,1,0.98
Master's,47.91145019216533,12,No,75.68919164927216,5,Female,0,0,0.0
Master's,90.314312850175,10,No,52.801549517248446,3,Male,0,0,0.0
PhD,85.99697627984901,17,Yes,79.74344953871643,1,Female,0,0,0.0
PhD,59.283263360623025,16,Yes,80.60203866453753,3,Male,0,0,0.0
Bachelor's,85.70088901557605,15,Yes,64.08243017890975,5,Female,0,0,0.0
PhD,74.94701841010031,9,No,78.59627794200085,2,Female,0,0,0.0
Bachelor's,70.69623847909857,3,Yes,76.15518618761197,5,Male,0,0,0.0
Bachelor's,89.36433469412499,3,No,87.12894908346722,1,Male,0,0,0.0
PhD,62.31552140393905,10,No,79.38323585374025,3,Male,0,0,0.0
Bachelor's,59.16467416480224,20,Yes,75.00457556296006,1,Female,0,0,0.0
Master's,73.11344980505508,7,No,61.68943336961089,3,Male,0,0,0.0
PhD,77.92343221806446,8,No,55.335966921157116,1,Female,0,0,0.0
Master's,84.49473830040753,15,No,87.65604218906692,1,Female,0,0,0.0
PhD,67.73570572380093,9,No,78.9412186047485,3,Male,0,0,0.0
Bachelor's,57.253433251140265,8,Yes,72.5972716790632,3,Female,0,0,0.0
PhD,100.0,2,No,80.54571175151416,3,Male,0,0,0.0
Master's,53.70108158441556,1,No,72.62870895458461,4,Male,0,0,0.0
Bachelor's,70.82677184934293,8,No,54.98910896057832,1,Male,0,0,0.0
PhD,81.69558286821417,12,Yes,85.1312317786651,4,Male,1,1,0.99
PhD,87.26683922556754,5,No,86.40767843453405,4,Male,0,0,0.0
PhD,61.492597318784235,3,No,71.7131756213591,5,Male,0,0,0.0
Master's,41.876234583884454,13,Yes,74.5840630987317,4,Female,0,0,0.0
Master's,61.146022398059934,10,No,68.86913041965218,4,Female,0,0,0.0
PhD,82.91983765320828,1,Yes,93.4458353818606,3,Female,0,0,0.0
Bachelor's,79.56244722242857,2,No,87.04087153803353,3,Female,0,0,0.0
Bachelor's,80.05183538332113,4,Yes,66.87811769872833,2,Female,0,0,0.0
Master's,80.67496129111561,6,No,81.05031400662037,1,Male,0,0,0.0
Bachelor's,90.10126349020763,10,Yes,66.22924061161196,4,Male,0,0,0.0
Master's,58.361673320578134,11,Yes,66.87134136971987,4,Male,0,0,0.0
PhD,52.03153006408594,10,No,70.57124039830727,1,Male,0,0,0.0
Master's,75.55720367895634,18,No,68.92133979070745,3,Female,0,0,0.0
Master's,54.272129656477155,12,Yes,59.40881822023553,3,Female,0,0,0.0
PhD,51.08626975772492,3,No,88.26446727545613,1,Female,0,0,0.0
Bachelor's,88.35939864860704,13,No,77.1122789955256,1,Male,0,0,0.0
Master's,73.7553972561372,11,Yes,90.53883772602443,3,Female,0,0,0.0
Master's,70.4273972356763,1,Yes,73.33755731727949,1,Female,0,0,0.0
PhD,70.73910995147973,7,No,60.323490462377315,3,Male,0,0,0.0
Bachelor's,68.40791485263001,18,No,85.25400637508288,1,Male,0,0,0.0
Master's,88.2586096798986,12,No,77.6144659858177,3,Female,0,0,0.0
PhD,47.28076142206324,20,No,72.34533683846725,2,Male,0,0,0.0
Master's,46.659646281993716,20,Yes,87.04986176883385,3,Female,0,0,0.0
PhD,55.95427722118137,0,Yes,61.56826230859204,3,Female,0,0,0.0
Bachelor's,74.33742471609928,4,Yes,84.81003834908991,4,Male,0,0,0.01
Bachelor's,97.08015609817733,10,Yes,82.1804048348532,3,Male,0,0,0.0
Bachelor's,83.0362598725791,10,No,77.31355398511917,1,Female,0,0,0.0
Bachelor's,78.88664071336146,12,Yes,60.2202361743015,5,Female,0,0,0.0
Master's,68.80199603073211,1,Yes,84.38047167947494,1,Male,0,0,0.0
Master's,50.012051290061045,18,No,82.44177238969033,4,Male,0,0,0.0
Bachelor's,77.72484736130747,15,No,77.66040828873739,1,Male,0,0,0.0
Bachelor's,100.0,4,Yes,74.45419907891315,2,Female,0,0,0.0
Bachelor's,66.39913516737207,13,No,63.71422589403253,5,Male,0,0,0.0
Master's,61.58989952869101,18,Yes,63.799730942930125,5,Male,0,0,0.0
Bachelor's,66.4713520541456,4,No,67.24748474259832,4,Female,0,0,0.0
Bachelor's,78.99626707738629,20,No,59.246859681487344,5,Male,0,0,0.01
Bachelor's,71.67595277877898,8,Yes,59.57979412629794,3,Female,0,0,0.0
PhD,83.65021166672082,11,No,70.5622672907391,4,Female,1,1,0.98
Bachelor's,69.49823688625263,15,Yes,61.66643139069848,2,Male,0,0,0.0
PhD,66.38482555531328,18,Yes,72.67553593705183,5,Male,0,0,0.0
PhD,73.43508969931368,14,Yes,75.65544120099234,5,Male,1,1,0.95
Bachelor's,61.90521734753983,16,No,60.5114685744364,4,Male,0,0,0.0
PhD,96.11147412166957,14,Yes,83.27641958425752,5,Female,1,1,1.0
Bachelor's,82.34671597174922,2,Yes,85.10881525233134,5,Male,0,0,0.0
Master's,53.50452118891508,16,Yes,53.14213408361201,2,Male,0,0,0.0
Master's,58.81361242698792,12,Yes,88.52518055111526,2,Male,0,0,0.0
Master's,78.48005507749157,8,Yes,80.59356933651412,4,Male,1,1,0.97
Master's,72.74976318994621,12,Yes,75.93774166616123,5,Male,1,1,0.86
PhD,74.53767564022111,15,No,89.62446917570765,1,Female,0,0,0.0
